Index,Nuc Coords,Soma Coords,Cell Type (deprecated),611 Proofreader,Proofreader 2,Status,AIS annotated?,Final Link,Final NucID,Final SegID,Directionality,Proofreading Notes,Status (Julia),Notes (Julia),Cell Class,Cell Typer Name,Cell Type,Reliability Human Label,Other Type,EyeWire1 type (for RGCs) human label,Reliability EyeWire1 human label,Labeling Notes,Machine label,Confidence machine label,Machine soma location,Additional Notes,Index OK?,Index for sanity check,Updated Nuc ID (Sept 2),Updated Seg ID (Sept 2),Cell Requires Review (DO NOT use Updated IDs for those cells),Review complete,Review notes,Cutoff Severity for Status=Complete (cut off) cells                          (%Hits Edge & Can't Fix Annotations in Proofreading link)
C85,"30283, 52199, 280","30252, 52008, 297",Unknown,Marinie,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5992080569532416,720575940546032359,720575940547000249,,,,,RGC,,,,,,,,2aw,0.43,GCL,,ok,C85,720575940546032359,720575940587539709,FALSE,,,
C86,"25180.0,51647.0,230.0","25169, 51615, 271",Unknown,Marinie,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5867189849554944,720575940546032561,720575940551465843,,,,,RGC,,,,,,,,5to,0.49,GCL,,ok,C86,720575940546032561,720575940557778187,FALSE,,,
C88,"32548.0,46683.0,273.0","32499, 46655, 368",Unknown,Jeanity,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5598785683062784,720575940546237648,720575940568254576,,bistratified,,,RGC,,,,,,,,63,0.73,GCL,,ok,C88,720575940546237648,720575940563884113,FALSE,,,
C90,"17950.0,52907.0,244.0","17787, 52912, 314",,Glenda,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5400125494001664,720575940546488849,720575940580006296,,bistratified,,,RGC,,,,,,,,73,0.47,GCL,,ok,C90,720575940546488849,720575940569626264,TRUE,No,,
C91,"19123.0,53424.0,172.0","19294, 53254, 194",,Clerk,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5701360440836096,720575940546516241,720575940557137368,,bistratified,,,RGC,,,,,,,,27,0.27,GCL,,ok,C91,720575940546516241,720575940562347078,FALSE,,,
C93,"22781.0,54544.0,158.0","22644, 54554, 231",Unknown,Mark Lester,,Complete,AC,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5691348117094400,720575940546659839,720575940557816101,,,,,AC,,Separate dendrites and axons,,SAD,,,"or ON spiny! AC? Greg? Yes, but not sure it's complete",Dorsal-pointing neurites low in,0.37,GCL,,ok,C93,720575940546659839,720575940557575895,FALSE,,,
C94,"28057.0,38095.0,197.0","28076, 38036, 260",Unknown,Mark Lester,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5053854728060928,720575940546707483,720575940574045398,,,,,,,,,,,,AC? Greg? I've never seen this before (Greg)!,,,,,ok,C94,720575940546707483,720575940566788193,FALSE,,,
C95,"33285.0,42951.0,381.0","33419, 42908, 448",Unknown,Rhosly,,Complete,AC,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5018289345396736,720575940546753957,720575940573582896,,,,,AC,,Medium-field Mid-IPL varicose,,,,,,Medium-field low in IPL transie,0.41,GCL,,ok,C95,720575940546753957,720575940569950529,FALSE,,,
C96,"22366.0,43242.0,163.0","22496, 43069, 248",Unknown,Rhosly,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5040369302503424,720575940546848088,720575940565804663,,,,,RGC,,,,ON DS sus,"7iv,r,d",,,7i,0.91,GCL,,ok,C96,720575940546848088,720575940574126384,FALSE,,,
C97,"24132.0,54069.0,159.0","24127, 54075, 228",Unknown,Sherwin,,Complete,AC,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5982572988334080,720575940546862591,720575940570457141,,,,,AC,,Medium-field low in IPL sustained,,,,,Maybe?,Medium-field low in IPL transie,0.34,GCL,,ok,C97,720575940546862591,720575940570457141,FALSE,,,
C99,"17177.0,42021.0,202.0","17120, 42317, 134",Unknown,Joseph,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4751331190374400,720575940546950282,720575940575089105,,,,,RGC,,,,,,,,7i,0.87,GCL,,ok,C99,720575940546950282,720575940572491111,FALSE,,,
C100,"24159.0,56571.0,253.0","24217, 56494, 159",Unknown,Joseph,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6656369638768640,720575940547091710,720575940573315007,,,,,RGC,,,,,,,,6sw,0.51,GCL,,ok,C100,720575940547091710,720575940550069088,FALSE,,,
C101,"20484.0,52230.0,137.0","20520, 51907, 209",Unknown,Roden Rey,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4814749050077184,720575940547120145,720575940555428250,,,,,RGC,,,,,,,,4i,0.85,GCL,,ok,C101,720575940547120145,720575940561327786,FALSE,,,
C102,"17884.0,42022.0,191.0","17780, 41852, 277",Unknown,Roden Rey,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6401112316837888,720575940547274631,720575940577893330,,,,,AC,,Separate dendrites and axons,,,,,,Separate dendrites and axons,0.5,GCL,,ok,C102,720575940547274631,720575940577893330,FALSE,,,
C103,"34144.0,52827.0,250.0","33926, 52825, 202",Unknown,Althea Lou,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6471785550708736,720575940547292396,720575940573627721,,,,,AC,,Separate dendrites and axons,,,,,,Dorsal-pointing neurites low in,0.3,GCL,,ok,C103,720575940547292396,720575940573627721,FALSE,,,
C104,"24188.0,43306.0,147.0","24275, 43133, 280",Unknown,Althea Lou,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5390866836357120,720575940547339864,720575940564826276,,,,,,,,,,,,,,,,,ok,C104,720575940547339864,720575940563180699,FALSE,,,
C106,"31130.0,48574.0,265.0","31261, 48705, 259",,Christine ,,Complete,AC,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5094879081267200,720575940547414426,720575940555787240,,,,,AC,,Wide-field ON non-spiny dense,,,,,,Separate dendrites and axons,0.35,GCL,,ok,C106,720575940547414426,720575940555787240,FALSE,,,
C107,"22434.0,46205.0,129.0","22397, 46069, 173",Unknown,Romelita,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6585731016294400,720575940547450456,720575940567277238,,,,,RGC,,,,,,,,91,0.36,GCL,,ok,C107,720575940547450456,720575940559907675,FALSE,,,
C108,"27654.0,38345.0,295.0","27788, 38577, 281",Unknown,Romelita,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5212591753265152,720575940547451352,720575940556547789,,,,,RGC,,,,,,,,9n,0.54,GCL,,ok,C108,720575940547451352,720575940566866182,FALSE,,,
C109,"21363.0,47083.0,134.0","21449, 46694, 211",,Elison ,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4533218960211968,720575940547474776,720575940573616432,,,,,AC,,Medium-field low in IPL transient,,,,,,Medium-field low in IPL transie,0.41,GCL,,ok,C109,720575940547474776,720575940573616432,FALSE,,,
C110,"22367.0,48231.0,96.0","22380, 48093, 159",,Elison ,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5987265105887232,720575940547511896,720575940553182246,,,,,RGC,,,,,,,,2aw,0.53,GCL,,ok,C110,720575940547511896,720575940575910671,FALSE,,,
C111,"17214.0,44115.0,192.0","17103, 43958, 266",Unknown,Jeanity,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6189535735054336,720575940550255840,720575940560561232,,,,,RGC,,,,,,,,82,0.53,GCL,,ok,C111,720575940550255840,720575940577351172,FALSE,,,
C112,"23937.0,53370.0,126.0","23845, 53311, 65",Unknown,Jeanity,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4567063000514560,720575940547610641,720575940557332623,,,,,RGC,,,,,,,,9n,0.39,GCL,,ok,C112,720575940547610641,720575940550654432,FALSE,,,
C113,"17325.0,43408.0,205.0","17306, 43236, 251",Unknown,Charm,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4617421659832320,720575940547698055,720575940571882652,,,,,RGC,,,,,,,,5ti,0.63,GCL,,ok,C113,720575940547698055,720575940564130983,FALSE,,,
C114,"28945.0,51589.0,242.0","28898, 51544, 176",Unknown,Charm,,Complete,AC,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6258798005059584,720575940547751009,720575940570795468,,,,,AC,,Medium-field Mid-IPL varicose,,,,,,Separate dendrites and axons,0.29,GCL,Fixed soma coords,ok,C114,720575940547751009,720575940547751009,TRUE,No,,
C115,"22409.0,40116.0,207.0","22643, 39939, 236",Unknown,Marinie,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6061621861416960,720575940547788927,720575940563030312,,Bi-Stratified Cells,,,,,,,,,,,,,,,ok,C115,720575940547788927,720575940563030312,FALSE,,,
C117,"21275.0,44422.0,136.0","21161, 44040, 223",Unknown,Rey Mark,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6128208551346176,720575940547825445,720575940556713567,,,,,RGC,,,,,,,,27,0.5,GCL,,ok,C117,720575940547825445,720575940553017669,FALSE,,,
C118,"22987.0,54863.0,186.0","22783, 54853, 267",Unknown,Rey Mark,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4510325576564736,720575940547915294,720575940580291765,,,,,AC,,Wide-field ON spiny spikes,,,,,,Separate dendrites and axons,0.32,GCL,,ok,C118,720575940547915294,720575940580291765,FALSE,,,
C119,"26718.0,52359.0,267.0","26868, 52428, 327",SAC,Cj,,Complete,AC,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5521134318518272,720575940547971414,720575940577546344,,,,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,C119,720575940547971414,720575940557699800,FALSE,,,
C120,"20938.0,39054.0,169.0","21119, 38879, 267",Unknown,Cj,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6119259886321664,720575940565830775,720575940576445717,,Bi-Stratified Cells,,,,,,,,,,,,,,,ok,C120,720575940565830775,720575940576445717,FALSE,,,
C122,"21337.0,54591.0,218.0","21607, 54780, 136",SAC,Althea Lou,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5832005477466112,720575940547975983,720575940580014744,,,,,RGC,,,,,,,,1wt,0.6,GCL,,ok,C122,720575940547975983,720575940553688995,FALSE,,,
C123,"27658.0,47600.0,204.0","27788, 47528, 255",Unknown,Celso,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4757309583523840,720575940547978121,720575940566969612,,,,,RGC,,,,,,,,5so,0.67,GCL,,ok,C123,720575940547978121,720575940548254598,FALSE,,,
C124,"17656.0,54483.0,238.0","17603, 54693, 355",Unknown,Celso,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5926161461805056,720575940548007159,720575940552755525,,,,,RGC,,,,,,,,3i,0.39,GCL,,ok,C124,720575940548007159,720575940552755525,FALSE,,,
C125,"16832.0,53358.0,324.0","16926, 53674, 367",Unknown,Baby Jane,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5286647710089216,720575940548013329,720575940557128920,,,,,AC,,nNOS-2,,,,,,Wide-field mid IPL,0.76,GCL,,ok,C125,720575940548013329,720575940557128920,FALSE,,,
C126,"29502, 48668, 240","29702, 48890, 310",Unknown,Baby Jane,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5247421018800128,720575940548046475,720575940580004248,,,,,RGC,,,,,,,,6sn,0.6,GCL,,ok,C126,720575940559308387,720575940560144049,FALSE,,,
C127,"27773.0,48767.0,242.0","27963, 48761, 321",Unknown,April Grace,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6685767582613504,720575940548060297,720575940550401961,,,,,RGC,,,,,,,,25,0.71,GCL,,ok,C127,720575940548060297,720575940580045913,FALSE,,,
C128,"19018.0,54119.0,173.0","18918, 53997, 258",Unknown,April Grace,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5883448045600768,720575940548061439,720575940556428749,,,,,RGC,,,,,,,,63,0.85,GCL,,ok,C128,720575940548061439,720575940565137743,FALSE,,,
C130,"21483.0,53764.0,165.0","21718, 53604, 199",Unknown,Baby Jane,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6460422023544832,720575940548077615,720575940554706414,,,,,RGC,,,,,,,,2an,0.51,GCL,,ok,C130,720575940548077615,720575940550638560,FALSE,,,
C131,"23668.0,41578.0,166.0","23640, 41419, 217",Unknown,Joseph,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6183369386754048,720575940548133604,720575940569920402,,,,,RGC,,,,,,,,82,0.54,GCL,,ok,C131,720575940548133604,720575940563145404,FALSE,,,
C132,"28098.0,48242.0,244.0","28038, 48300, 305",Unknown,Joseph,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5020322676867072,720575940548144777,720575940560902306,,,,,AC,,Midnight,,,,,,Midnight,0.89,GCL,,ok,C132,720575940548144777,720575940560902306,FALSE,,,
C133,"17308.0,45981.0,192.0","17200, 46208, 188",SAC,Romelita,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5581967648096256,720575940548149823,720575940557124099,,,,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,C133,720575940548149823,720575940557124099,FALSE,,,
C134,"16824.0,49736.0,137.0","16715, 49470, 136",Unknown,Romelita,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5692244171423744,720575940548156053,720575940557795620,,,,,AC,,Separate dendrites and axons,,,,,Maybe?,Separate dendrites and axons,0.49,GCL,,ok,C134,720575940548156053,720575940565257392,FALSE,,,
C135,"30795.0,47810.0,251.0","30809, 47947, 176",,Enriq,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6181248159449088,720575940548180974,720575940563686135,,,,,RGC,,,,,,,,5ti,0.54,GCL,,ok,C135,720575940548180974,720575940587497725,FALSE,,,
C136,"16824.0,45728.0,179.0","16664, 45679, 272",,Enriq,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5515625888743424,720575940548206911,720575940584966166,,,,,AC,,Medium-field Mid-IPL smooth,,,,,,Medium-field Mid-IPL smooth,0.68,GCL,,ok,C136,720575940548206911,720575940584966166,FALSE,,,
C137,"31444.0,39759.0,275.0","31529, 39738, 338",ON-SAC,Nseraf,Juliane,Complete,AC,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6415113876668416,720575940548273170,720575940570222657,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,C137,720575940548273170,720575940570222657,FALSE,,,
C138,"27569.0,50079.0,263.0","27542, 49997, 269",Unknown,Juliane,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5971175587971072,720575940548318208,720575940570203538,,,,,AC,,Separate dendrites and axons,,,,,,Separate dendrites and axons,0.66,GCL,,ok,C138,720575940548318208,720575940570203538,FALSE,,,
C139,"19926.0,43962.0,125.0","20036, 43588, 179",Unknown,Rhosly,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5692824394661888,720575940548347527,720575940575870894,,,,,RGC,,,,,,,,37,0.8,GCL,,ok,C139,720575940548347527,720575940575870894,FALSE,,,
C140,"21508.0,51938.0,151.0","21175, 51827, 217",Unknown,Rhosly,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6072066248802304,720575940548362217,720575940555482522,,,,,RGC,,,,,,,,6sw,0.56,GCL,,ok,C140,720575940548362217,720575940563622455,FALSE,,,
C141,"19595.0,48113.0,97.0","19584, 48127, 70",Unknown,Charm,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5720285996122112,720575940548596248,720575940550282208,,,,,,,,,,,,,,,,,ok,C141,720575940548596248,720575940548596248,TRUE,No,,
C142,"19650.0,55989.0,250.0","19725, 55646, 175",Unknown,Charm,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5294986523312128,720575940548596991,720575940570821324,,,,,RGC,,,,,,,,4on,0.5,GCL,,ok,C142,720575940563127451,720575940553722711,FALSE,,,
C143,"22142, 56305, 189","21985, 56442, 268",,Christine ,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4930405942689792,720575940548722991,720575940573638448,,,,,RGC,,,,,,,,7o,0.72,GCL,,ok,C143,720575940548722991,720575940559628124,FALSE,,,
C145,"31831.0,46420.0,271.0","32105, 46199, 353",,Sherwin,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6401370954399744,720575940548843915,720575940550401193,,,,,RGC,,,,,,,,37,0.83,GCL,,ok,C145,720575940548843915,720575940550401193,FALSE,,,
C146,"16836.0,48093.0,211.0",,,Sherwin,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4924519136362496,720575940548889663,720575940557450199,,,,,AC,,Separate dendrites and axons,,,,,,Separate dendrites and axons,0.57,GCL,,ok,C146,720575940548889663,,FALSE,,,
C147,"22249.0,53651.0,78.0",,Muller,Marinie,,Can't Complete,N/A,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6187098928316416,720575940548925457,,,,,,,,,,,,,,,,,,ok,C147,720575940548925457,,FALSE,,,
C148,"27316.0,41363.0,268.0","27369, 41311, 323",SAC,Marinie,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5766094355693568,720575940549025432,720575940556421069,,,,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,C148,720575940549025432,720575940556421069,FALSE,,,
C150,"20680.0,54130.0,199.0","20822, 54266, 262",Unknown,Jeanity,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5806070720102400,720575940549302289,720575940550271456,,,,,AC,,Separate dendrites and axons,,,,,,Separate dendrites and axons,0.45,GCL,,ok,C150,720575940549302289,720575940573094944,FALSE,,,
C151,"20569.0,54542.0,240.0","20479, 54466, 304",,Elison,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4541651272859648,720575940549303313,720575940555485338,,,,,AC,,Medium-field Mid-IPL smooth,,,,,,Medium-field Mid-IPL smooth,0.68,GCL,,ok,C151,720575940549303313,720575940555485338,FALSE,,,
C152,"26707.0,55556.0,239.0","26652, 55517, 303",,Elison ,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6039099807891456,720575940549318230,720575940567526767,,,,,,,,,,,,,,,,,ok,C152,720575940549318230,720575940568060935,FALSE,,,
C153,"27081.0,38985.0,176.0","27145, 38811, 255",SAC,Roden Rey,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4879938332131328,720575940549368062,720575940557180376,,,,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,C153,720575940549368062,720575940575452665,FALSE,,,
C154,"17064.0,47625.0,218.0","17097, 47624, 281",SAC,Roden Rey,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5301797653577728,720575940549388977,720575940559832549,,,,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,C154,720575940549388977,720575940573936713,FALSE,,,
C155,"21017.0,50634.0,154.0","21282, 50858, 157",Unknown,Romelita,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6637452019105792,720575940549392325,720575940571180564,,,,,RGC,,,,,,,,25,0.57,GCL,,ok,C155,720575940549392325,720575940563313133,FALSE,,,
C156,"19244.0,41537.0,89.0",,Glia,Romelita,,Can't Complete,N/A,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5110659327983616,720575940549406429,,,,,,,,,,,,,,,,,,ok,C156,720575940549406429,,FALSE,,,
C157,"19781.0,40145.0,149.0","19701, 39943, 231",ON-SAC,Nseraf,Glenda,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4596805229608960,720575940549466076,720575940557067534,,,Correct,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,C157,720575940549466076,720575940557067534,FALSE,,,
C159,"28453.0,54665.0,286.0","28291, 54777, 334",Unknown,Rhosly,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4952650433953792,720575940549717083,720575940573649456,,,,,AC,,Wide-field ON non-spiny sparse,,,,,,Wide-field ON non-spiny sparse,0.92,GCL,,ok,C159,720575940549717083,720575940573649456,FALSE,,,
C160,"26538.0,53612.0,219.0","26473, 53559, 280",Unknown,Rhosly,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5160743478493184,720575940549720406,720575940570853169,,weird structure,,,AC,,Separate dendrites and axons,,,,,,Separate dendrites and axons,0.62,GCL,,ok,C160,720575940549720406,720575940570853169,FALSE,,,
C162,"21766.0,49927.0,144.0","21859, 50247, 53",Unknown,Althea Lou,,Complete,,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5278392699060224,720575940549757568,720575940555503002,,,,,,,,,,,,,,,,,ok,C162,720575940549757568,720575940575303101,FALSE,,,
C163,"16080, 43836, 242","15863, 43463, 266",,Clerk,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5909051419394048,720575940549928535,720575940577569896,,,,,,,,,,,,,,,,,ok,C163,720575940549928535,720575940579931001,FALSE,,,
C164,"25724.0,43854.0,255.0","25861, 43995, 345",,Clerk,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5735789536215040,720575940549980672,720575940571808257,,,,,AC,,Medium-field Mid-IPL smooth,,,,,,Medium-field Mid-IPL smooth,0.67,GCL,,ok,C164,720575940549980672,720575940571808257,FALSE,,,
C165,"27724.0,41916.0,185.0","27873, 41892, 262",Unknown,Celso,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4505367389143040,720575940550087424,720575940554305050,,,,,RGC,,,,,,,,25,0.5,GCL,,ok,C165,720575940550087424,720575940554707570,FALSE,,,
C166,"21363.0,50180.0,164.0","21381, 49914, 216",Unknown,Celso,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5911713141489664,720575940550114944,720575940573698096,,,,,AC,,Medium-field Mid-IPL smooth,,,,,,Medium-field Mid-IPL smooth,0.68,GCL,,ok,C166,720575940550114944,720575940557361250,FALSE,,,
C167,"15341.0,49748.0,278.0","15301, 49894, 338",Unknown,Baby Jane,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5082524876275712,720575940550171868,720575940577371908,,,,,AC,,Medium-field low in IPL transient,,,,,Or MF low sus?,Medium-field low in IPL transie,0.38,GCL,,ok,C167,720575940550171868,720575940577371908,FALSE,,,
C168,"15907.0,50053.0,262.0","16202, 49995, 267",Unknown,Baby Jane,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6533250676686848,720575940550282716,720575940559714395,,,,,AC,,A1,,,,,,A1,0.69,GCL,,ok,C168,720575940550282716,720575940559714395,FALSE,,,
C169,"25209.0,41703.0,218.0","25183, 41548, 329",SAC,Rey Mark,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6098559737790464,720575940550295599,720575940585438230,,,,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,C169,720575940550295599,720575940585438230,FALSE,,,
C170,"15582.0,50245.0,235.0","15418, 50152, 324",SAC,Rey Mark,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4835468727287808,720575940550301404,720575940567868054,,,,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,C170,720575940550301404,720575940567868054,FALSE,,,
C171,"33409, 54187, 245","33523, 54088, 375",Unknown,Enriq,,Complete,No Axon,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/4832341236121600,720575940550572540,720575940580042648,,segment ID pointed to a glia,,,RGC,,,,,,,,3i,0.36,GCL,,ok,C171,720575940550572540,720575940580042648,TRUE,Yes,,
C173,"28046.0,41655.0,296.0","28023, 41655, 372",Unknown,Cj,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5043562409361408,720575940550647780,720575940571186964,,,,,RGC,,,,,,,,2aw,0.62,GCL,,ok,C173,720575940550647780,720575940571186964,FALSE,,,
C174,"34210.0,55852.0,266.0","34285, 55707, 326",SAC,Cj,,Complete,AC,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/6017757360422912,720575940550684336,720575940568806084,,,,,AC,,ON SAC,,,,,,ON SAC,0.97,GCL,,ok,C174,720575940550684336,720575940568806084,FALSE,,,
C175,"24900.0,42378.0,182.0","24978, 42338, 261",Unknown,Mark Lester,,Complete,Annotated,https://spelunker.cave-explorer.org/#!middleauth+https://global.daf-apis.com/nglstate/api/v1/5970050608529408,720575940550750277,720575940556760671,,,,,RGC,,,,,,,,7i,0.89,GCL,,ok,C175,720575940550750277,720575940551623240,FALSE,,,
